id,grade,annual_inc,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,bad_loan
10117251,C,158000.0,0,2,OWN,0.23,small_business, 36 months,1,,25.5,0.0,0.5528825901653388,0
10064847,D,101000.0,0,3,MORTGAGE,16.16,credit_card, 60 months,1,,63.1,0.0,0.43118561164379465,1
10097354,D,100000.0,0,6,MORTGAGE,22.73,debt_consolidation, 60 months,1,,64.5,0.0,0.7837616288367554,1
10087603,D,27297.0,1,1,RENT,20.42,debt_consolidation, 60 months,1,,58.2,0.0,0.7007731969425867,0
10177725,D,48250.0,0,8,MORTGAGE,23.81,debt_consolidation, 60 months,1,,34.9,0.0,0.7764094563444667,0
10107735,C,62000.0,0,9,MORTGAGE,12.19,debt_consolidation, 36 months,0,,53.8,0.0,0.2878295455186013,0
10234587,D,35000.0,0,2,RENT,29.7,credit_card, 60 months,0,,53.4,0.0,0.21031454511871583,0
10067669,C,70000.0,0,6,MORTGAGE,11.01,debt_consolidation, 60 months,1,,48.3,0.0,0.5041135233051723,0
10097204,C,62000.0,0,11,,31.15,credit_card, 36 months,0,,94.6,0.0,0.13312513390074243,0
10127802,C,75000.0,0,11,RENT,26.5,debt_consolidation, 36 months,0,,80.5,0.0,0.17136386809461868,0
10067876,D,136800.0,0,7,MORTGAGE,9.62,medical, 60 months,1,,43.1,0.0,0.2454642179865818,0
10167775,F,52000.0,0,11,MORTGAGE,21.21,debt_consolidation, 60 months,1,,87.4,0.0,0.042663541406911865,0
10147873,D,60000.0,1,0,,25.14,home_improvement, 36 months,1,,72.3,0.0,0.22638685431719807,0
10077796,D,26000.0,1,0,RENT,4.29,debt_consolidation, 36 months,1,,53.1,0.0,0.6257321209843086,0
10167826,B,17400.0,1,0,RENT,8.47,credit_card, 36 months,0,,28.4,0.0,0.6343230336145749,0
10147827,C,52000.0,0,2,MORTGAGE,6.6,debt_consolidation, 36 Months,1,,50.0,0.0,0.532939677433977,1
10137995,D,48333.0,0,11,RENT,6.83,debt_consolidation, 60 months,1,,64.6,0.0,0.7353855483848748,1
10147912,B,55000.0,0,5,,2.9,credit_card, 36 months,0,,53.9,0.0,0.8151655891634226,0
10137986,B,31000.0,1,0,RENT,27.8,debt_consolidation, 36 months,0,,45.5,0.0,0.37485617684307626,0
10147930,C,50000.0,0,3,RENT,13.75,other, 36 months,1,,30.1,0.0,0.804922509102954,0
10078030,A,100000.0,0,11,,2.87,debt_consolidation, 36 months,0,,6.2,0.0,0.8796493999252398,0
10178005,C,38500.0,0,9,RENT,18.13,debt_consolidation, 36 months,0,,41.5,0.0,0.5868892417339443,0
9209616,C,65000.0,0,10,MORTGAGE,20.33,debt_consolidation, 60 months,1,,60.4,0.0,0.6558473533203084,0
9235939,C,80000.0,0,11,MORTGAGE,25.55,debt_consolidation, 36 months,0,,41.0,0.0,0.29043623903612403,0
10146175,E,123000.0,0,7,OWN,10.9,small_business, 36 months,0,,21.6,0.0,0.38836719306499334,1
10108395,A,80000.0,0,11,MORTGAGE,18.99,credit_card, 36 months,1,,58.6,0.0,0.12730548551288245,0
10147584,F,18500.0,1,1,OWN,2.92,debt_consolidation, 36 months,1,,6.7,0.0,0.21281150919852043,0
10098413,B,41600.0,0,3,MORTGAGE,17.22,credit_card, 36 months,1,1.0,73.9,0.0,0.755053686456839,0
10088403,C,30000.0,0,8,OWN,11.12,debt_consolidation, 36 months,1,,56.8,0.0,0.5788706845903192,0
10168314,A,54000.0,1,0,MORTGAGE,14.11,debt_consolidation, 36 months,0,,55.0,0.0,0.6318317070100872,0
9077525,C,80000.0,0,5,RENT,15.86,other, 36 months,1,,44.6,0.0,0.9575624042077094,0
9715493,B,103000.0,0,11,,5.88,home_improvement, 36 months,1,,6.0,0.0,0.09425336503598114,1
9994715,D,85000.0,0,2,RENT,22.72,debt_consolidation, 60 months,1,,54.6,0.0,0.1277268853895156,0
10168647,A,78000.0,0,11,MORTGAGE,23.15,debt_consolidation, 36 months,1,,79.1,0.0,0.4066755305680275,0
10138744,D,84000.0,1,1,RENT,5.63,credit_card, 60 months,1,,42.5,0.0,0.22271941216543634,0
9827694,E,55000.0,0,3,RENT,14.23,debt_consolidation, 60 months,1,,94.4,0.0,0.5315944669153091,0
10077243,C,32000.0,0,6,OWN,23.52,debt_consolidation, 36 months,0,,70.1,0.0,0.8305789752001246,0
10177748,F,55000.0,0,2,RENT,24.11,small_business, 60 months,1,,57.9,0.0,0.6042155287278548,0
9867699,A,60000.0,0,10,MORTGAGE,12.64,debt_consolidation, 36 months,1,,28.2,0.0,0.18538948338062677,0
10128829,D,16092.0,1,0,OWN,29.98,debt_consolidation, 36 months,1,,92.7,0.0,0.3813085330899487,0
10068776,F,40000.0,0,7,RENT,15.51,debt_consolidation, 60 months,0,,54.7,0.0,0.2834665489049353,0
9736435,D,110000.0,0,6,RENT,5.75,credit_card, 36 months,0,,55.3,0.0,0.7033124539978352,0
10068826,A,130000.0,0,10,MORTGAGE,12.26,credit_card, 36 months,0,,65.3,0.0,0.25379794096199493,0
10168791,C,61000.0,0,9,RENT,15.42,medical, 60 months,0,,38.5,0.0,0.7613910070688926,0
10178827,C,90000.0,1,0,MORTGAGE,20.07,credit_card, 36 months,0,,30.1,0.0,0.27705391812461166,0
10168866,D,265000.0,0,10,MORTGAGE,25.02,debt_consolidation, 60 months,0,,61.1,0.0,0.04512081718521643,0
7677546,F,65000.0,0,11,RENT,22.36,other, 60 months,1,,63.0,0.0,0.9425555068821261,0
10139141,C,41362.0,1,0,MORTGAGE,28.06,credit_card, 36 months,0,,69.9,0.0,0.5162392341404192,1
6804661,C,70000.0,0,4,MORTGAGE,11.5,debt_consolidation, 36 months,1,,63.9,0.0,0.741187880381986,0
10088416,B,72000.0,0,11,MORTGAGE,26.02,debt_consolidation, 36 months,0,,40.5,0.0,0.5984103304919364,1
10139246,F,111714.0,0,10,MORTGAGE,15.72,other, 60 months,0,,42.3,0.0,0.9949380541316023,0
10099081,C,75000.0,0,7,MORTGAGE,9.04,debt_consolidation, 36 Months,1,,5010.0,0.0,0.1595844702708844,0
10078855,D,191000.0,0,9,OWN,4.72,other, 36 months,0,,32.7,0.0,0.41761246950724984,0
10069040,B,52155.0,0,11,MORTGAGE,20.8,debt_consolidation, 36 months,1,,66.8,0.0,0.4993523970297459,0
10078919,C,49740.0,0,11,RENT,29.58,debt_consolidation, 36 months,0,,60.9,0.0,0.68251486448742,0
10129012,D,66000.0,1,0,MORTGAGE,5.64,debt_consolidation, 36 months,0,,56.0,0.0,0.7435629385761423,0
10175824,D,65000.0,0,11,OWN,16.91,debt_consolidation, 60 months,1,,61.3,0.0,0.045708724123834754,0
10179125,C,50000.0,0,7,RENT,21.92,debt_consolidation, 60 months,1,,80.5,0.0,0.5659992036150545,0
10089417,B,70000.0,0,11,MORTGAGE,18.81,credit_card, 36 months,1,,55.0,0.0,0.9520768079454661,0
10069348,C,60000.0,0,3,RENT,17.46,debt_consolidation, 60 months,0,,94.1,0.0,0.8668953200190871,0
9684785,D,60000.0,0,11,RENT,23.14,debt_consolidation, 36 months,0,,35.5,0.0,0.205985753770769,0
9785764,A,37500.0,0,11,MORTGAGE,18.34,credit_card, 36 months,1,,34.3,0.0,0.6112246153546843,0
10139409,C,650000.0,0,11,MORTGAGE,11.78,debt_consolidation, 36 months,0,,76.0,0.0,0.42190960117592247,0
10109301,D,36000.0,0,10,RENT,14.9,debt_consolidation, 36 months,1,,81.4,0.0,0.45027546350354664,1
10169310,B,140000.0,0,11,MORTGAGE,10.98,debt_consolidation, 36 months,0,,71.5,0.0,0.04400528066838716,0
10149299,C,59108.0,0,6,MORTGAGE,17.52,credit_card, 36 months,1,,56.9,0.0,0.006845834130041917,0
10177191,F,75000.0,0,11,MORTGAGE,11.97,debt_consolidation, 60 months,1,,30.7,0.0,0.5083503783474584,1
10178304,B,34840.0,0,6,RENT,18.6,debt_consolidation, 36 months,1,,31.0,0.0,0.38884269483393363,0
10149183,C,56000.0,0,5,MORTGAGE,30.95,debt_consolidation, 36 months,0,,43.9,0.0,0.5783558355480912,0
10149285,B,110000.0,0,11,MORTGAGE,3.39,home_improvement, 36 months,1,,17.7,0.0,0.15653240399266244,0
10079433,D,120000.0,0,8,MORTGAGE,13.73,debt_consolidation, 60 months,1,,44.0,0.0,0.8933882008373141,1
9746109,B,101000.0,1,0,MORTGAGE,10.04,debt_consolidation, 36 months,1,,31.9,0.0,0.011096929892732588,0
10088548,C,24000.0,1,0,MORTGAGE,20.9,debt_consolidation, 36 months,0,,20.0,0.0,0.7634761771313421,0
8296101,G,45000.0,0,2,RENT,18.0,small_business, 60 months,1,,60.8,0.0,0.7730572611113458,0
9834592,B,50200.0,0,11,MORTGAGE,23.45,credit_card, 36 months,0,,54.2,0.0,0.5727922200046456,0
10107467,C,65000.0,0,11,MORTGAGE,13.22,debt_consolidation, 60 months,0,,40.6,0.0,0.9814899890441798,1
10139671,C,52000.0,0,11,OWN,18.56,debt_consolidation, 60 months,0,,35.5,0.0,0.008677326140518526,0
10089508,D,17421.0,1,0,RENT,11.44,major_purchase, 36 months,0,,44.9,0.0,0.14020093166504077,0
10149349,A,47112.0,1,0,RENT,4.0,debt_consolidation, 36 months,1,,13.5,0.0,0.21361892851706998,0
10148500,C,71000.0,0,11,RENT,16.24,vacation, 36 months,1,,35.6,0.0,0.46732003620239726,0
10129361,D,130000.0,0,10,MORTGAGE,8.87,debt_consolidation, 36 months,1,,98.0,0.0,0.8081124452180937,0
10159462,C,218000.0,0,11,MORTGAGE,18.75,debt_consolidation, 36 months,0,,97.0,0.0,0.601195570890736,0
10119499,B,93000.0,1,1,RENT,12.52,car, 36 months,0,,76.9,0.0,0.4135607241308319,0
10179362,B,45000.0,0,11,MORTGAGE,6.16,debt_consolidation, 36 months,0,,82.7,0.0,0.36902067442257425,1
10089438,B,75000.0,0,5,MORTGAGE,32.66,debt_consolidation, 36 months,1,,78.6,0.0,0.6885257398752679,0
10099617,D,35000.0,0,6,RENT,21.6,debt_consolidation, 60 months,1,,53.2,0.0,0.6216030309961244,0
10109609,B,91262.0,0,11,OWN,14.75,debt_consolidation, 36 months,1,,38.7,0.0,0.7892309727245459,0
10069646,C,65000.0,0,11,RENT,21.86,debt_consolidation, 36 months,0,,86.2,0.0,0.08563918190381448,1
9866448,D,110000.0,0,10,RENT,10.84,credit_card, 60 months,1,,54.2,0.0,0.051668924688842766,1
10129460,B,39500.0,0,10,MORTGAGE,9.45,debt_consolidation, 36 months,1,,79.3,0.0,0.3888304808241704,0
10139801,B,50000.0,0,10,MORTGAGE,18.94,credit_card, 36 months,1,,49.3,0.0,0.4759674707188428,0
10169558,D,110000.0,0,2,RENT,10.05,medical, 36 months,1,,55.2,0.0,0.7658880486275763,0
10129507,C,70000.0,0,11,,17.41,debt_consolidation, 36 months,1,,57.2,0.0,0.5627396590450794,0
10224978,D,59000.0,0,10,RENT,27.16,credit_card, 60 months,0,,63.1,0.0,0.21171557516223738,0
10177732,C,98280.0,0,11,RENT,26.43,debt_consolidation, 60 months,1,1.0,37.7,0.0,0.9184513515579756,0
10129493,B,43000.0,0,2,MORTGAGE,33.07,credit_card, 36 months,0,,75.5,0.0,0.18953057252900685,0
10169636,D,60000.0,0,4,MORTGAGE,26.76,debt_consolidation, 36 months,0,,40.8,0.0,0.23671207735935584,1
10169552,E,25000.0,0,8,RENT,6.93,debt_consolidation, 36 months,0,,28.1,15.0,0.1410486337769331,0
10147597,D,38500.0,0,5,RENT,19.36,debt_consolidation, 36 months,1,,34.6,0.0,0.18983618109261013,1
10159531,B,62000.0,0,11,MORTGAGE,20.09,debt_consolidation, 60 months,1,,42.1,0.0,0.7003667269615298,0
7345464,A,111000.0,0,2,MORTGAGE,14.92,credit_card, 36 months,0,,50.7,0.0,0.5672224952638,0
9776739,A,100000.0,0,2,MORTGAGE,7.81,debt_consolidation, 36 months,0,,28.5,0.0,0.7170644772419948,0
6523490,A,52000.0,0,4,MORTGAGE,14.96,debt_consolidation, 36 months,1,,30.9,0.0,0.16743427745966943,0
10129563,C,33571.0,0,3,RENT,10.3,debt_consolidation, 36 months,0,,82.7,0.0,0.4790932933662496,1
10128700,A,71000.0,0,8,MORTGAGE,18.93,debt_consolidation, 36 months,1,,32.2,0.0,0.8446292937380625,0
10089828,E,85000.0,1,1,RENT,27.18,debt_consolidation, 60 months,1,,67.6,0.0,0.5523055039721056,0
10119683,C,64000.0,1,1,RENT,9.95,debt_consolidation, 36 months,0,,64.0,0.0,0.874534949407854,0
10129584,D,60000.0,0,6,MORTGAGE,20.18,credit_card, 36 months,0,,51.8,0.0,0.044025079437355674,0
10119793,B,65000.0,0,11,MORTGAGE,18.56,debt_consolidation, 36 months,0,,27.7,0.0,0.28626048793098224,0
10109759,B,52000.0,0,7,,15.21,credit_card, 36 months,0,,48.2,0.0,0.3053399211633677,0
10119448,D,27000.0,0,10,RENT,29.91,debt_consolidation, 36 months,1,,60.0,0.0,0.8574297096330141,0
10128736,A,42000.0,0,6,MORTGAGE,8.8,debt_consolidation, 36 months,1,,13.1,0.0,0.7267035844420054,0
10129562,G,55000.0,0,4,OWN,4.63,home_improvement, 60 months,0,,62.1,0.0,0.35219553575141294,1
10137006,D,124800.0,1,1,RENT,7.56,major_purchase, 36 months,1,,55.3,0.0,0.4281349831818587,0
10179664,G,75000.0,0,11,MORTGAGE,23.23,small_business, 60 months,1,,81.6,0.0,0.8333844064009357,1
10149694,C,160000.0,0,4,,28.6,credit_card, 36 months,1,,80.1,0.0,0.09177311712299097,0
10129641,B,90000.0,0,11,MORTGAGE,10.08,debt_consolidation, 60 months,1,,30.6,0.0,0.1944249437647969,0
10169201,A,49027.0,1,0,MORTGAGE,8.47,debt_consolidation, 36 months,0,,28.3,0.0,0.28667066300432065,0
10139914,C,103000.0,0,3,MORTGAGE,12.77,debt_consolidation, 36 months,0,,77.2,0.0,0.5593305747336136,0
10159756,C,65000.0,0,7,RENT,26.27,debt_consolidation, 36 months,1,,45.0,0.0,0.1702804293170106,0
10149700,E,42000.0,1,0,OWN,23.23,debt_consolidation, 36 months,0,,47.8,0.0,0.19823511268508165,0
10169649,B,82000.0,0,3,RENT,10.62,credit_card, 36 months,1,,42.8,0.0,0.917266522845065,0
10149677,A,80000.0,1,1,RENT,21.2,debt_consolidation, 36 months,0,,96.4,0.0,0.08326964169530848,0
10139839,E,52000.0,0,9,MORTGAGE,12.83,debt_consolidation, 60 months,0,,17.0,0.0,0.49459714357109585,0
10155584,B,58000.0,0,4,OWN,21.33,credit_card, 36 months,1,,42.4,0.0,0.5760376816186165,0
10169789,D,75000.0,0,3,MORTGAGE,19.97,debt_consolidation, 60 months,1,,84.6,0.0,0.04914806374449221,0
10159622,F,58000.0,1,0,MORTGAGE,18.54,debt_consolidation, 36 months,1,,93.4,0.0,0.9567835335489744,0
10149696,B,50000.0,0,6,MORTGAGE,9.19,credit_card, 36 months,1,,63.8,0.0,0.16518145384038985,0
10149801,E,56000.0,0,5,,25.48,debt_consolidation, 60 months,1,,88.7,0.0,0.07574376118379011,1
10140015,A,32000.0,0,2,RENT,19.35,debt_consolidation, 36 months,1,,18.9,0.0,0.7418865769920433,0
10079726,C,35000.0,0,3,RENT,9.6,debt_consolidation, 36 months,0,,59.0,0.0,0.5986876005484008,0
10129762,D,70000.0,0,9,RENT,14.57,debt_consolidation, 36 months,0,,74.0,0.0,0.8460680042469088,0
10099887,B,80000.0,0,3,MORTGAGE,30.33,debt_consolidation, 36 months,1,,66.4,0.0,0.8578807370831658,1
10140057,D,75000.0,1,0,MORTGAGE,9.52,debt_consolidation, 60 months,1,,70.7,0.0,0.9009384495690879,0
10099855,G,67000.0,0,11,MORTGAGE,28.0,debt_consolidation, 60 months,1,,62.6,0.0,0.6042730204257699,0
10129686,E,105000.0,0,6,MORTGAGE,20.51,debt_consolidation, 60 months,0,,53.0,0.0,0.17325131471483501,0
10140041,B,37000.0,0,4,RENT,19.2,credit_card, 36 months,0,,45.0,0.0,0.8284998563437899,0
10159802,C,79850.0,0,3,MORTGAGE,7.8,debt_consolidation, 36 months,1,,74.0,0.0,0.2644952127807726,0
10099868,A,81516.0,1,0,MORTGAGE,15.83,debt_consolidation, 36 months,1,,32.1,0.0,0.3031482134963879,1
10169855,C,60000.0,0,8,RENT,15.7,car, 36 months,0,,38.7,0.0,0.12386250542970678,0
10169833,B,58200.0,0,11,MORTGAGE,23.42,debt_consolidation, 36 months,0,,54.1,0.0,0.2442320812182408,0
10099877,B,46000.0,0,5,RENT,14.95,debt_consolidation, 36 months,1,,29.9,0.0,0.5859715956140086,0
10106315,D,40500.0,0,11,RENT,16.03,debt_consolidation, 36 months,0,,70.5,0.0,0.2612511804797425,0
10149897,C,100000.0,0,11,MORTGAGE,25.18,other, 36 months,0,,71.4,0.0,0.20558899240288375,0
10089330,D,83200.0,0,6,,15.79,debt_consolidation, 60 months,1,,53.9,0.0,0.8965099225667834,0
10140115,A,60000.0,0,11,MORTGAGE,26.87,debt_consolidation, 36 months,1,,10.6,0.0,0.09344585393821647,0
10159889,B,75000.0,0,11,MORTGAGE,9.57,credit_card, 36 months,0,,33.8,0.0,0.20890913189343108,0
9187449,C,95000.0,0,11,MORTGAGE,18.2,debt_consolidation, 60 months,0,,48.4,0.0,0.6955009712546621,0
10075074,D,75000.0,0,6,MORTGAGE,12.99,debt_consolidation, 60 months,0,,68.2,0.0,0.7177167102984318,0
10089541,D,100000.0,0,6,MORTGAGE,13.36,debt_consolidation, 60 months,0,,66.9,0.0,0.5647834265684694,1
10079887,B,73000.0,0,11,OWN,18.81,debt_consolidation, 36 months,0,,40.8,0.0,0.947070523303109,1
10110035,D,36000.0,0,11,RENT,23.17,debt_consolidation, 60 months,0,,44.9,0.0,0.9683396273326432,1
10159971,C,86000.0,0,11,OWN,29.61,home_improvement, 36 months,0,,85.8,0.0,0.6365137118418567,0
10179883,B,110000.0,0,11,MORTGAGE,3.73,credit_card, 36 months,1,,95.6,0.0,0.486294273696697,0
10149930,B,44000.0,0,3,RENT,21.9,credit_card, 36 months,1,,59.0,0.0,0.5910158770883769,1
10179906,B,65000.0,0,11,MORTGAGE,22.77,medical, 60 months,1,,20.3,0.0,0.495959480849975,0
10129884,F,45000.0,0,2,MORTGAGE,20.1,debt_consolidation, 60 months,1,,69.3,0.0,0.9864177977289603,1
10129607,B,90000.0,0,11,MORTGAGE,17.33,credit_card, 36 months,0,,56.9,0.0,0.8450857628850321,0
10125118,C,50000.0,1,0,MORTGAGE,15.65,credit_card, 60 months,0,,47.2,0.0,0.5736151841479978,1
10110056,A,43000.0,0,9,RENT,12.41,debt_consolidation, 36 months,0,,26.9,0.0,0.8209647790146198,0
10159963,C,52000.0,0,9,MORTGAGE,25.18,debt_consolidation, 36 months,0,,75.1,0.0,0.8538216165559034,0
10140175,A,92000.0,0,6,RENT,18.45,credit_card, 36 months,0,,72.2,0.0,0.24096220861481954,0
10149935,C,119100.0,0,11,RENT,14.45,debt_consolidation, 36 months,1,,85.3,0.0,0.2386933828237463,0
10109761,F,72000.0,0,10,MORTGAGE,7.67,small_business, 60 months,0,,42.0,0.0,0.8744243890032624,0
10070043,E,108000.0,0,10,MORTGAGE,18.04,small_business, 36 months,0,,66.0,0.0,0.8016646443521913,0
10110074,A,46000.0,0,6,MORTGAGE,16.85,debt_consolidation, 36 months,1,,16.1,0.0,0.32442721771417404,0
10100096,A,56000.0,0,11,MORTGAGE,6.82,credit_card, 36 months,1,,21.0,0.0,0.6377384935251045,0
10100093,B,62000.0,0,11,RENT,16.01,debt_consolidation, 36 months,0,,60.4,0.0,0.783575993108445,0
10139842,C,54000.0,0,11,MORTGAGE,19.76,debt_consolidation, 60 months,0,,70.1,0.0,0.7644983126075418,0
10070098,D,38000.0,1,0,MORTGAGE,8.28,debt_consolidation, 36 months,0,,33.7,0.0,0.9706808070645266,1
10150055,C,72000.0,0,2,MORTGAGE,29.68,credit_card, 36 months,0,,69.0,0.0,0.8072000837531009,0
10179940,D,120400.0,0,4,,15.44,debt_consolidation, 60 months,0,,37.2,0.0,0.25816254565296715,0
10150010,E,35000.0,0,9,RENT,10.19,debt_consolidation, 36 months,1,,88.1,0.0,0.9752633666379169,0
10170011,C,116000.0,1,1,,15.46,debt_consolidation, 36 months,0,,67.1,0.0,0.5178880273120983,1
10180003,D,42000.0,0,3,RENT,28.32,debt_consolidation, 36 months,0,,48.9,0.0,0.13547948036316626,1
10160028,C,80000.0,1,1,RENT,20.94,debt_consolidation, 60 months,1,,56.2,0.0,0.48713270818720555,1
10089951,E,55000.0,1,0,MORTGAGE,17.93,medical, 36 months,1,,72.0,0.0,0.5921678915186912,1
10090197,A,223000.0,0,5,MORTGAGE,1.35,debt_consolidation, 36 months,1,1.0,21.1,0.0,0.5119108058356088,0
10119770,D,40000.0,0,2,MORTGAGE,10.92,debt_consolidation, 60 months,1,,59.9,0.0,0.25940569927035306,0
10090132,C,35000.0,0,2,RENT,28.51,debt_consolidation, 60 months,1,,19.2,0.0,0.9711956609729698,1
10110199,B,40000.0,0,11,MORTGAGE,14.04,debt_consolidation, 36 months,1,,54.3,0.0,0.00821183532894798,1
10079995,D,70000.0,0,11,MORTGAGE,,debt_consolidation, 36 months,1,,59.4,0.0,0.49165995619322567,0
10118302,E,80000.0,0,11,MORTGAGE,9.98,debt_consolidation, 60 months,0,,78.0,0.0,0.26883663934301016,1
10120161,B,53000.0,0,6,MORTGAGE,17.12,debt_consolidation, 36 months,1,,54.1,0.0,0.960199528632724,0
10159834,B,43200.0,0,11,RENT,,medical, 36 months,1,,59.7,0.0,0.6340985088056604,0
10179303,B,42000.0,0,11,RENT,17.37,credit_card, 36 months,1,,36.6,0.0,0.6483138716941227,0
10177949,B,20520.0,1,0,RENT,7.19,credit_card, 36 months,1,,36.6,0.0,0.8453907617736897,0
